Date,Turbidity
2018-12-18,-0.007308366322118051
2018-12-23,-0.11101934874745449
2018-12-28,-0.18569607711365416
2019-01-02,-0.1479644986901588
2019-01-07,-0.15198461953808629
2019-01-12,-0.07181996226291346
2019-01-17,-0.06781072689633598
2019-01-22,-0.16888468546162422
2019-01-27,-0.12766068297741326
2019-02-01,-0.17291304965756454
2019-02-06,-0.1582148420175243
2019-02-11,-0.0728105675819062
2019-02-16,-0.24657710089830542
2019-02-21,-0.3018668350018017
2019-02-26,-0.3562457857313447
2019-03-08,-0.18631883161906743
2019-03-13,-0.16584907287511483
2019-03-18,-0.18332930179594145
2019-03-23,-0.13501171766979084
2019-03-28,-0.09820855331309343
2019-04-02,-0.10943559695962424
2019-04-07,-0.11795975686969236
2019-04-12,-0.061252129009406034
2019-04-17,-0.10695596669272019
2019-04-22,-0.029417970995439077
2019-04-27,-0.20356012594793793
2019-05-02,-0.1649952929290203
2019-05-07,-0.06902358484364951
2019-05-12,-0.06552708410684822
2019-05-17,-0.032700999318694454
2019-05-22,-0.10716289703679556
2019-05-27,-0.20614776977052715
2019-06-01,-0.1371710744809094
2019-06-06,-0.06874541449112063
2019-06-11,-0.04175429641322147
2019-10-04,-0.02818393128289681
2019-10-09,-0.06105672393005342
2019-10-14,-0.1718597258124171
2019-11-23,-0.16144000481927134
2019-11-28,-0.1429003408427755
2019-12-03,-0.1264186553818795
2019-12-08,-0.08757569811851372
2019-12-13,-0.13141718683778586
2019-12-18,-0.1316204929340895
2019-12-23,-0.14517117359985998
2019-12-28,-0.09333641939566262
2020-01-12,-0.17528824858017145
2020-01-17,-0.19143272378225068
2020-02-01,-0.1821318359812121
2020-02-06,-0.18793961258523295
2020-02-11,-0.2053355602604759
2020-02-16,-0.24974498905958364
2020-02-21,-0.3957324766357284
2020-02-26,-0.21424171687110144
2020-03-02,-0.3334520016296957
2020-03-07,-0.28747730564914753
2020-03-12,-0.4755926156953801
2020-03-17,-0.6722293220072371
2020-03-22,-0.6818955653345119
2020-04-01,-0.5039319973952098
2020-04-06,-0.21391343913097902
2020-04-11,-0.20443397587089368
2020-04-16,-0.14831116300687042
2020-04-21,-0.25860910348712474
2020-04-26,-0.18444111826220602
2020-05-01,-0.16958445180535683
2020-05-06,-0.15534336304534047
2020-05-11,-0.19666340517852868
2020-05-16,-0.11877166966766976
2020-05-21,-0.13284217852576857
2020-05-26,-0.12966263443093332
2020-05-31,-0.13451182947229082
2020-06-05,-0.1181958329933895
2020-06-10,-0.14288267001957175
2020-06-30,-0.14290860771789987
2020-09-28,-0.0896712506782327
2020-10-18,-0.13203115954646796
2020-10-23,-0.17388758815668112
2020-10-28,-0.13566795700402054
2020-11-02,-0.09530568493132384
2020-11-07,-0.11016658465929381
2020-11-12,-0.0982437047371152
2020-11-17,-0.11936909294359156
2020-11-22,-0.12136062974509831
2020-11-27,-0.11482268567711919
2020-12-02,-0.10623418419033619
2020-12-07,-0.13678006428363873
2020-12-17,-0.12801621332427787
2020-12-22,-0.09530947218340977
2020-12-27,-0.1675310732149524
2021-01-01,-0.12220102602458807
2021-01-06,-0.09880968660268134
2021-01-16,-0.07707268930361129
2021-01-21,-0.09351095245269742
2021-01-26,-0.0922858378196476
2021-01-31,-0.0930674424067898
2021-02-05,-0.246619703589026
2021-02-10,-0.07037874722566179
2021-02-15,-0.32130674202587906
2021-02-20,-0.170832232426964
2021-02-25,-0.2535975602727772
2021-03-02,-0.19024828520765497
2021-03-07,-0.3324279179226142
2021-03-17,-0.5896834314031231
2021-03-27,-0.06913631172391314
2021-04-01,-0.12297449251315622
2021-04-06,-0.11028477507923164
2021-04-11,-0.09022151946247466
2021-04-16,-0.06877683879808254
2021-04-26,-0.06481226431981923
2021-05-06,-0.10075243799213605
2021-05-11,-0.08252985522563501
2021-05-16,-0.09517853701798817
2021-05-21,-0.11230355096647626
2021-05-26,-0.06491334450780024
2021-07-05,-0.045323330247175546
2021-10-13,-0.06361765164933302
2021-10-23,-0.11864065345918333
2021-10-28,-0.047858561923843634
2021-11-02,-0.0824553644480687
2021-11-07,-0.11803198034076028
2021-11-12,-0.052515103181087125
2021-11-27,-0.1122231189953571
2021-12-07,-0.12509348900837203
2021-12-12,-0.0775646137209561
2021-12-22,-0.10425553896881527
2021-12-27,-0.10504232158206502
2022-01-21,-0.10606827790260687
2022-01-26,-0.1324400653536134
2022-01-31,-0.026398793225772467
2022-02-05,-0.016774153168987144
2022-02-10,-0.015281551941463283
2022-02-15,-0.021463229401366468
2022-02-20,-0.03493756687887567
2022-03-02,-0.013004705442792338
2022-03-12,-0.02037780813152753
2022-03-17,-0.026769565162344924
2022-03-22,-0.025669876484499966
2022-03-27,-0.02954095118874076
2022-04-01,-0.03370358383284632
2022-04-06,-0.03279845318183277
2022-04-16,-0.058378164590689986
2022-04-26,-0.02143578631174508
2022-05-01,-0.0353392066843252
2022-05-06,-0.0222056860424312
2022-05-11,-0.023295948122011707
2022-05-16,-0.02802918588040097
2022-05-21,-0.015858067881633024
2022-05-26,-0.01802979164782585
2022-05-31,-0.015983754971769678
2022-10-03,-0.00679294340367205
2022-10-13,-0.04155860865155766
2022-10-18,-0.02141110842974682
2022-10-23,-0.024070597572850867
2022-10-28,-0.021328966350240647
2022-11-02,-0.015758022884896108
2022-11-07,-0.021563742654803764
2022-11-12,-0.02047941091862593
2022-11-17,-0.053822931883545456
2022-11-22,-0.022548004849113835
2022-11-27,-0.01798972365296095
2022-12-02,-0.01376372904739716
2022-12-07,-0.016854846187802083
2022-12-17,-0.0063830205032330365
2022-12-22,-0.011178888028188208
2022-12-27,-0.02608826094213154
